koi_disposition,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
2,-2.4646661541296986,0.1399963804646423,-0.4065260594735563,-0.5247898528387054,0.4313960033106409,0.6709333377358483,-0.3841161931064824,0.4808046026996704,0.0504577304936215,-0.8657570919326101
2,-2.511276210690603,1.0861171650355173,-0.5719379245668712,-0.6192893124474547,0.6915402640466626,0.8362182820542201,-0.628506656876809,-0.251781029685415,0.1855790253862112,-0.3080877653678497
1,-2.699169704194022,0.3958885360501325,0.0686697113945817,0.012266814058472,-0.0066693307663328,0.3897475706911751,-0.6628243531622301,1.022673536279222,0.087414084486158,-0.4703931076746844
0,-2.673031053275357,-1.0211708265676531,0.924397706633524,0.4743072210918787,-0.1098416733776284,0.1005210896875202,-0.0256783184070797,0.3733348608263351,0.3136547161536731,-1.9820549301909225
2,-2.601567860082921,-0.5801687116147738,-0.1085532727730762,0.2486676359328987,-0.1729691800065825,0.7068301240533741,-0.8114385851222967,1.052847666340256,0.4963562801469455,-1.5701134349220174
2,-3.14044586484075,0.1080330312319257,-0.263618906678178,-0.2545649491205747,0.3009834614354083,1.0409646555229648,-1.5163306382702608,-0.139206400698151,0.2557657031453677,-0.492436611150492
2,-3.073963617984249,-0.1945025158712262,-0.5326498260648569,-0.2648997630127606,0.5829745489128763,1.3192360258115312,-1.7164005657282082,-1.0252098518715893,0.9250121653206635,-0.5306253234103625
2,-3.0378824137125755,-0.2240491044061431,-0.7908671746439782,-0.3566875985847492,0.8042287007655677,1.5954363218814798,-1.9066742466608515,-1.895455775067435,1.5246100870289845,-0.5216314615734152
0,3.835133747399413,-1.2520512701757116,-0.1922753879645564,0.9269932499509972,-0.7464232499820085,-1.1048699814940868,-0.4281107530424126,-0.0841062118199046,-0.5720317223396875,0.9976817239151206
2,-3.422325008684569,0.4875369595060199,-0.4706241158987666,-0.8959916185345221,0.9133918583338404,1.020049898091559,0.0299205265028664,-0.0546888126486048,0.0783070950262392,-1.092261161887741
2,6.510594387412175,-0.3784963367334645,1.877191030359461,-2.3296719283973744,1.752095070535706,-1.161444946407232,1.0553635425169894,0.772603160055379,0.0695931351160301,-1.623466983282265
2,1.7402722533419777,-0.7633517716033522,0.5207816307927712,-0.7014278604213577,0.6324782132103942,0.2350692280709139,-0.3665748106448933,1.175207804641171,-0.0759645401286195,-0.795155912864207
2,2.9570680520191264,-0.2034990148681742,-1.3418668107266165,-1.4141101973734878,1.3852488475556748,-0.1641666457931017,-0.3691332376761394,-0.1270708216406861,0.4738288570229551,-0.3992708022963899
0,-2.5271720810893568,-0.1094891881242993,1.316827952530261,0.684262814440378,0.2648030324980304,0.1486516947565913,-0.5237496520922479,0.4753039612746413,-0.3411031384980107,-0.5958704062590187
0,-2.5403710392010392,0.3184240427476594,0.7012538560238899,-0.3125746629286821,0.1950269918026284,-0.119861059035658,0.5673287455017616,0.1394940494073297,-1.3619192621150011,-0.9028368171592792
0,-2.064353793463096,0.2987599506647585,2.605521703050046,-0.3067975182055358,0.0081436910564398,0.6042755515765895,-0.8831239756752005,-0.1972633729519171,0.029108158768789,-0.6597456495148504
0,-3.02437309976194,0.208469274109775,0.8675633536788074,-0.1107159612573042,-0.2253790559324163,0.1965147277095103,0.1890914634150216,0.1505811091529632,-1.0897681874209104,-0.4381435288278487
2,-2.23535937126972,0.2394989034552974,-0.4168693502052921,-0.7487355093525716,0.6884537650665795,0.1222562663766558,0.9112068651430858,0.8039444110930825,-0.4794588603117511,-1.195733006982462
2,-3.1226523137825235,0.1322644952149602,-0.4116542262798591,-0.7297275691224948,0.7995664875253673,0.4220108553310626,1.2735472718282494,1.0490813147662834,-0.1444963036069793,-1.4240261125799076
0,-2.045246567167399,-1.255130132858724,-0.0644280137086596,0.5544787602151436,-0.8020185514727531,-1.1344096522414815,1.821947060935126,-0.5166184118868805,-0.3113053830059756,-1.1957600009834246
2,-2.623567294783844,0.0049827225000935,-0.6121977723061195,-0.7341464711771059,0.7621578926440807,0.8885533209856658,-0.2442705490329065,-0.1771649995791402,0.2461355262045595,-0.8342183098538077
2,-2.575639220623345,-0.4414082946611834,-0.8642123907880449,-0.9441226868817238,1.3228592575562692,1.2012519647955735,-0.5507437907907231,-0.7928488608678759,0.5285692469700135,-0.4015270424778486
2,-2.614968617166889,-0.1034608917648275,-1.07412527783222,-1.281516861011042,1.6810245934553996,1.4736625989460252,-0.868595693775977,-1.5630758280464725,0.6265240026570258,-0.0410312192684616
2,-2.4056439400389347,0.6229436870357983,-0.8868556521512162,-1.0523232171889212,1.4088530189581232,0.8669868172890164,0.010981297163843,-0.7147827164325363,0.1193999822602548,-0.7336963991047156
2,-3.368117548158041,-0.2715139032245662,-0.0715722814964921,0.0638826925217938,-0.0050261531996096,0.5774869844075303,-0.3318476676373063,0.7469173283801676,-0.1366970582377107,-0.6102308104028243
2,-2.485835183495271,-0.2497351170823765,-0.1609766655495546,-0.1519499098785267,0.0524095259592007,0.3593680800172106,-0.4313709457392995,0.8773335545401756,0.0296509750404938,-1.1586021489668306
0,-2.6781368735191204,-1.3430656512935308,-0.2122960183339702,0.8703086211646307,-0.7423640455462267,-0.2774720782987487,-0.0121950067360352,0.1580976102275299,0.6592823103122266,-1.0731939309331435
0,-1.4423136820017983,7.019777630360795,1.4540712182473143,2.0118203087227955,-3.9397637743217633,-1.4899441527821575,-0.7310931543279321,-2.182971601651656,-4.329955570804732,1.2901924550711268
0,-2.175309751928212,0.8993383214018477,0.743088909338264,0.2016493900655959,-0.2081739307578131,0.3351626851300241,-0.8011212871649066,0.9237501480074186,-0.6316515240326712,-1.6008186009004903
2,-2.101287160357243,0.7924353775254873,-0.2206278330577266,-0.2719663375271403,0.0667089828872563,0.3782385693102227,-0.265976588432436,0.9540314197710166,-0.5053930719793586,-0.95119621431709
2,-3.448608646098715,0.9964414912015366,-0.7546014408129603,-1.0575201334307052,1.1662265655295143,1.2379401406431612,-0.219998334569731,-0.7841878641579467,0.3194309838557077,-0.6555860102984417
2,-3.387039510914733,0.2895139838285648,-1.0364905753879603,-1.2409694719722388,1.595724065070446,1.6043469275465456,-0.461427188609847,-1.6645798343139415,0.9591403247128552,-0.8829803549471971
2,-2.387554122240537,0.3269647585671671,-0.2873230279060121,-0.3219515076085891,0.330878542159591,0.2457217016477003,0.3264792014150633,0.6804976576823906,-0.5203247510461195,-0.6079406293083679
2,-2.0228972113394663,1.120233006341577,-0.4597358656112008,-0.8161507365275081,0.4618803236174744,0.332404742669186,-0.0675231424112497,0.463698199658088,0.0039134940329173,-1.3998968687830118
2,-2.0355654854245846,2.035066882618569,-0.6743805646105747,-0.7785242374247507,0.6080530127994441,0.4938594610653846,-0.3059404996668451,-0.3813762701217651,0.225584554825528,-1.030549288039757
2,-2.1709078126627404,-0.2485289227117918,0.3190651031435605,-0.0555770515293981,0.0572755928104375,0.6080273298850388,-0.5156114071476937,0.872365375156305,0.0857612869501093,-1.2327802603424425
0,-2.4888675273778524,-1.3718633802312012,0.4472764120188806,1.1781327328065658,-1.0161082818997664,-0.5128739336384267,0.1035789341925161,-0.386095527458403,-0.0953316536129365,-0.5727660266873221
2,-2.3744360499538555,-0.3126401876870102,-0.0522630431556998,0.1113804625981489,-0.3094049515634581,0.509156091146333,-1.1021913107257069,0.8537397007726094,0.0188804860883641,-0.7283826475435453
0,-2.596945979414171,0.1810962071785277,1.1229382360976203,0.1172529580807855,-0.3634817543088461,0.509796280351272,-0.7670458759103234,0.7210423744191111,-0.3675554423090928,-1.1840307278222155
2,2.8112870419672285,-0.1049699824736924,-1.2025500546234649,-1.3836256049961462,1.597912491975379,-0.1971363263863909,-0.1269009248769621,0.1709945374183554,0.1690237485391605,-0.6915952687920058
2,-2.3401777131676544,1.24418966243877,-0.0218900375741491,-0.0453115656551626,-0.4167106722802195,0.3387887651841086,-0.3867473401848103,0.3710171845182788,-0.810505288902992,-0.8269451653699056
2,-2.423833415154844,0.1686022022666647,-0.287393585050707,-0.6021057587572807,0.3914512044917496,0.3593276175103012,0.0165692662434447,1.2148088076268022,0.0249191478065281,-1.585248734319303
2,-2.6142290987545653,-0.4180234637743084,0.0443216604325548,0.2584853595075297,-0.291160640478617,0.7584388478751213,-1.240168246182654,1.031187661006294,0.2293570735942636,-1.3391765286308748
2,-1.516732651113711,-0.4199138054786555,0.6947102624280889,-0.3832007584068378,0.0357880484946392,0.4110507195336873,-0.1745499805223045,0.6619339620582583,0.1607004168169553,-1.0547159140893363
0,-3.144042897021957,0.4061488421682283,0.6452525481066784,0.2643037062263346,-0.4959664862211553,-0.5174903688318362,0.7597903475251694,-0.2809857495790066,-1.4001964179718078,-1.191083559468132
2,-2.183656855966764,-0.2991599769842188,-0.2058409787869694,-0.185763168879297,0.0003182555996804,0.4616812794709549,-0.6391000186816646,1.0770035543744387,0.217798736867853,-1.5769345262254657
2,-2.4143504849577293,-0.1650029469014628,-0.4831948563173921,-0.4010040705368159,0.4934814882235311,0.9705173582662322,-1.0254839638846591,-0.0948639338831819,0.5157297306688299,-1.1408469195602808
2,-2.446184355514305,-0.1894081681781063,-0.6979263998973941,-0.6902885417779645,1.2072132412165606,1.243387108807272,-1.3955339220889398,-0.6400329007113748,0.5051774368882852,-0.4990320363056288
2,-2.187315603122096,0.7171420686421217,-0.345558424307666,-0.5916570534041908,0.5078363943734544,0.1767544622243698,0.390666878029711,1.0197483818407025,-0.3452269918610468,-1.4975699238896456
2,2.6788482894083585,0.206461303324948,-1.3034500780258462,-1.3772803145292964,1.5723544053677576,-0.166877752721525,-0.6556903015493359,-0.6149948867219115,0.1340392842267684,0.7706323053124412
2,2.779467727598213,0.1372511377898547,-1.5171064345348049,-1.549035024141838,1.9056275535694365,0.0383740683381611,-0.3921634530280188,-0.6663280216337287,0.4872688053242972,-0.528260096013162
0,-2.0852853421802844,-0.2214758733521154,1.2884148030280451,-0.2477707348779923,-0.1297502987503989,0.4511675019146848,-0.4813995043015238,0.9755781340292048,0.1491696672163296,-1.4811034255928983
2,-1.7422233394453868,0.861290823769549,-1.301291205368732,-1.8130459403253787,1.9983444526240544,0.6212120592622061,1.2978509405393013,-0.9524283677077068,0.1900627831381701,-1.1271739133682626
2,-1.7291998869161995,0.5603027742455378,-1.0883445437415744,-1.5854202544045382,1.6931253929401615,0.3724565747084967,1.5884864380544803,-0.137506026312447,0.0066495673620616,-1.410394756283716
2,-1.7374378234605483,1.1120063648052816,-1.5036245488089122,-2.014405254655408,2.364544714008765,0.877088931126734,1.0150672681343114,-1.6345803070460538,0.377914788359198,-0.6209760126314241
2,-2.7136575738168225,-0.2789133263911936,0.0316520386215108,-0.2291989312588469,0.2069177253993998,0.4277694125419761,-0.1677898614127497,0.8761354947111879,0.0635423594516439,-1.5673298986921518
1,-2.735642887784129,0.745224446243178,-0.1314862532468998,-0.2932650597250442,0.2614086797409328,0.2244385621249066,0.0530856137871864,0.9016645973490364,-0.3530251229364292,-0.9064519355231488
2,-1.7369416265858904,-0.1497651791019745,-0.7597135106406416,-0.8994582741310132,1.2189638040000264,-0.182521517460894,2.0294227818897497,0.6929860123067112,-0.2578708916389436,-2.038282667251388
0,-2.7452752111458314,-0.0243060955129223,1.1917880021374192,-0.2167427485584538,-0.1251742490039697,0.4191588881077299,-0.2010329928561006,0.5794295729228112,-0.5190134242557084,-1.5559028525308722
2,-2.241013169116385,-0.3317468901798952,-0.5507072238050287,-0.5454212439443684,0.605026601188812,0.4392447627980467,0.3110168317866073,0.2721799410845152,0.3411124112038659,-1.370796841968353
1,-2.302862715827237,-0.1589941078590519,-0.7535351853019476,-0.7790633119090064,1.4785003484158872,0.7606679387979782,-0.0397268637909437,-0.1303792592159135,0.4078623894894395,-0.5705072196613163
1,2.838814037722103,-0.0935322966159949,-1.786681493148844,-1.708521414323221,2.1604303596664454,0.3528170105400798,-0.6116433307799755,-1.468141136372319,1.014745278497528,-0.414802213729293
2,-3.22444925597636,0.3960859200809533,-0.5018319510279996,-0.868100902898935,1.0148775117187705,0.0189863619168243,2.15448290672738,0.416221999513389,-0.8065844744236469,-0.9532564530753512
